id,speaker_nm,conversation_id,reply_to_id,reply_to_nm,timestamp,text,likes,shares,num_comments,cleaned_text,named_entities,sentiment,tokens,date,extracted_entities,content_category,enhanced_hate_score,virality_score,spike_day,engagement_rank,hate_intensity,hate_keywords_count,reply_chain_depth,spike_cause,spike_top_entities,spike_external_cause,contextual_relevance,is_reply,user_influence,mention_count,hashtag_count,url_count,conversation_size,conversation_centrality
1293415324054765568,ArunChaudhary77,1293393994622222336,1293393994622222336,thewire_in,2020-08-12 05:13:38,Hacking and posting derogatory remarks to arouse communal feelings and violence could be potent tools. Awareness initiatives required .,1,0,0,hacking posting derogatory remarks arouse communal feelings violence potent tools awareness initiatives required,"tools awareness, initiatives required, remarks arouse, hacking, hacking posting, communal feelings, war, awareness, posting derogatory, derogatory remarks, feelings violence, potent tools, awareness initiatives, violence, arouse communal, violence could, [], could potent",0.5,"[101, 23707, 14739, 4315, 18170, 7062, 12629, 12098, 15441, 15029, 5346, 4808, 16834, 5906, 7073, 11107, 3223, 102]",2020-08-12,"['[]', 'tools awareness', 'initiatives required', 'remarks arouse', 'hacking', 'hacking posting', 'communal feelings', 'war', 'violence could', 'posting derogatory', 'derogatory remarks', 'feelings violence', 'potent tools', 'awareness initiatives', 'violence', 'arouse communal', 'awareness', 'could potent']",international,0.6000000000000001,0.001,0,0.5786163522012578,0.6000000000000001,3,1,normal_activity,,no_spike,none,1,0.00042370229912301496,0,0,0,49,0.9607843137254902
1293407288267427841,karthic74,1293393994622222336,1293393994622222336,thewire_in,2020-08-12 04:41:42,"Can you explain more in detail about which mob and which MLA etc 
@svaradarajan",1,0,1,explain mob mla svaradarajan,"detail mob, @svaradarajan, explain detail, can, mla etc, etc svaradarajan, 'PERSON')], [('MLA', mla, mob mla",0.5,"[101, 4863, 11240, 18619, 17917, 5400, 25329, 8405, 102]",2020-08-12,"[""[('MLA'"", "" 'PERSON')]"", 'detail mob', '@svaradarajan', 'explain detail', 'can', 'mla etc', 'etc svaradarajan', 'mla', 'mob mla']",general,0.0,0.003,0,0.7075471698113207,0.0,0,1,normal_activity,,no_spike,none,1,0.0012509626353338283,1,0,0,49,0.9607843137254902
1293433418735214593,Crazy_sc_girl,1293393994622222336,1293393994622222336,thewire_in,2020-08-12 06:25:32,Why using such subtle language you use filthy words for hindus for the slightest error....these are rioters not mob ..have fucking guts to say the truth #bengaluruviolence,1,0,0,using subtle language use filthy words hindus slightest errorthese rioters mob fucking guts say truth bengaluruviolence,"slightest error, language use, fucking guts, truth bengaluruviolence, #bengaluruviolence, hindus slightest, say truth, mob fucking, riot, words hindus, filthy words, rioters mob, [], use filthy, error rioters, why, using subtle, violence, subtle language, guts say",-0.4333333333333333,"[101, 2478, 11259, 2653, 2224, 18294, 2616, 18221, 15989, 7561, 24138, 2063, 11421, 2545, 11240, 8239, 18453, 2360, 3606, 8191, 14129, 25500, 22717, 102]",2020-08-12,"['[]', 'slightest error', 'language use', 'fucking guts', 'truth bengaluruviolence', '#bengaluruviolence', 'hindus slightest', 'say truth', 'mob fucking', 'riot', 'words hindus', 'filthy words', 'rioters mob', 'use filthy', 'error rioters', 'why', 'using subtle', 'violence', 'subtle language', 'guts say']",protest,0.4,0.001,0,0.5786163522012578,0.4,2,1,normal_activity,,no_spike,none,1,0.00042370229912301496,0,1,0,49,0.9607843137254902
1293454830376071168,Rishabhshivhar6,1293393994622222336,1293393994622222336,thewire_in,2020-08-12 07:50:37,"Seeing the heading of this article, it seems the focus is on 2 (rioters) of a particular religion who were killed in a police fire and not the riots by a particular religion who burned the whole area in 3-4 hours.
This tells how they are always ready for a riot.
@suryasanjay1997",1,0,0,seeing heading article focus 2 rioters particular religion killed police riots particular religion burned area 34 hours tells ready riot suryasanjay1997,"religion killed, focus rioters, article seems, seeing, area hours, police fire, [('2', 'CARDINAL'), police, hours tells, riot, fire riots, killed police, seems focus, religion burned, ('3-4 hours', 'TIME')], this, ready riot, @suryasanjay1997, whole area, heading article, burned whole, riots particular",0.1066666666666666,"[101, 3773, 5825, 3720, 3579, 1016, 11421, 2545, 3327, 4676, 2730, 2610, 12925, 3327, 4676, 5296, 2181, 4090, 2847, 4136, 3201, 11421, 7505, 16303, 2319, 3900, 2100, 16147, 2683, 2581, 102]",2020-08-12,"[""[('2'"", "" 'CARDINAL')"", "" ('3-4 hours'"", "" 'TIME')]"", 'religion killed', 'focus rioters', 'article seems', 'seeing', 'area hours', 'police fire', 'police', 'hours tells', 'riot', 'fire riots', 'killed police', 'seems focus', 'religion burned', 'this', 'ready riot', '@suryasanjay1997', 'whole area', 'heading article', 'burned whole', 'riots particular']",protest,0.7000000000000001,0.001,0,0.5786163522012578,0.7000000000000001,3,1,normal_activity,,no_spike,none,1,0.00042370229912301496,1,0,0,49,0.9607843137254902
1293538204230889472,praveenv88,1293393994622222336,1293393994622222336,thewire_in,2020-08-12 13:21:55,Your head line is totally wrong,0,0,0,head line totally wrong,"your, [], line totally, totally wrong, head line",-0.5,"[101, 2132, 2240, 6135, 3308, 102]",2020-08-12,"['[]', 'line totally', 'totally wrong', 'head line', 'your']",general,0.2,0.0,0,0.2562893081761006,0.2,0,1,normal_activity,,no_spike,none,1,0.0,0,0,0,49,0.9607843137254902
1293641580402728960,Imarpitsharma_,1293393994622222336,1293393994622222336,thewire_in,2020-08-12 20:12:42,Correction- A muslim mob full of Jihadi’s,0,0,0,correction muslim mob jihadis,"muslim mob, correction, 'PERSON')], full jihadi, ('Jihadi', 'NORP'), mob full, jihadi, [('muslim'",0.35,"[101, 18140, 5152, 11240, 24815, 2483, 102]",2020-08-12,"[""[('muslim'"", "" 'NORP')"", "" ('Jihadi'"", "" 'PERSON')]"", 'muslim mob', 'correction', 'full jihadi', 'mob full', 'jihadi']",general,0.2,0.0,0,0.2562893081761006,0.2,1,1,normal_activity,,no_spike,none,1,0.0,0,0,0,49,0.9607843137254902
1293413767733288961,npbtn1,1293393994622222336,1293393994622222336,thewire_in,2020-08-12 05:07:27,What was the FB post which made people behave like this? Why cant all religions be tolerant about whats said about them. This violence is so stupid. Have dialogue to sort the diff. Religion is man made -live for it- no need to die for it.,0,0,0,fb post people behave like religions tolerant whats said violence stupid dialogue sort diff religion man live need die,"like cant, what, behave like, have, violence stupid, made people, dialogue sort, man made, said violence, cant religions, post made, religion man, this, religion, sort diff, tolerant whats, [], stupid dialogue, made need, why, whats said",-0.3318181818181818,"[101, 1042, 2497, 2695, 2111, 16582, 2066, 11822, 23691, 2054, 2015, 2056, 4808, 5236, 7982, 4066, 4487, 4246, 4676, 2158, 2444, 2342, 3280, 102]",2020-08-12,"['[]', 'like cant', 'what', 'behave like', 'have', 'violence stupid', 'made people', 'dialogue sort', 'man made', 'said violence', 'cant religions', 'post made', 'religion man', 'this', 'religion', 'sort diff', 'tolerant whats', 'stupid dialogue', 'made need', 'why', 'whats said']",protest,0.9,0.0,0,0.2562893081761006,0.9,4,1,normal_activity,,no_spike,none,1,0.0,0,0,0,49,0.9607843137254902
1293571412800675842,sohanbauva,1293393994622222336,1293393994622222336,thewire_in,2020-08-12 15:33:52,A Muslim mob attacked a dalit mla's house should have been the tag line,0,0,0,muslim mob attacked dalit mlas house tag line,"house tag, attacked dalit, ('mla', muslim mob, 'PERSON')], mla house, dalit mla, attack, mob attacked, tag line, 'NORP'), muslim, [('Muslim'",0.0,"[101, 5152, 11240, 4457, 29095, 2102, 18619, 2015, 2160, 6415, 2240, 102]",2020-08-12,"[""[('Muslim'"", "" 'NORP')"", "" ('mla'"", "" 'PERSON')]"", 'house tag', 'attacked dalit', 'muslim mob', 'mla house', 'dalit mla', 'attack', 'mob attacked', 'tag line', 'muslim']",terrorism,0.2,0.0,0,0.2562893081761006,0.2,1,1,normal_activity,,no_spike,none,1,0.0,0,0,0,49,0.9607843137254902
1293705186079211520,Arjun67823486,1293393994622222336,1293393994622222336,thewire_in,2020-08-13 00:25:26,"Ye kya chutiya journalism Hai BSDK wire
mobile.twitter.com/erbmjha/status
…",0,0,0,ye kya chutiya journalism hai bsdk wire mobiletwittercomerbmjhastatus,"chutiya journalism, kya chutiya, [('Hai BSDK', bsdk wire, 'PERSON')], hai, hai bsdk, journalism hai",0.0,"[101, 6300, 18712, 2050, 14684, 3775, 3148, 8083, 15030, 18667, 2094, 2243, 7318, 4684, 2102, 9148, 12079, 9006, 2121, 25526, 3501, 14949, 29336, 2271, 102]",2020-08-13,"[""[('Hai BSDK'"", "" 'PERSON')]"", 'chutiya journalism', 'kya chutiya', 'bsdk wire', 'hai', 'hai bsdk', 'journalism hai']",general,0.0,0.0,0,0.2562893081761006,0.0,0,1,normal_activity,,no_spike,none,1,0.0,0,0,0,49,0.9607843137254902
1293489963481235456,archanavues,1293393994622222336,1293393994622222336,thewire_in,2020-08-12 10:10:13,"""Just Mob?? Come on, there are more elegent ways to defend your precious rioters!"" 
#BengaluruBurns
#Bengalururiots",0,0,0,just mob come elegent ways defend precious rioters bengaluruburns bengalururiots,"bengaluruburns, come, come elegent, defend precious, precious rioters, rioters bengaluruburns, bengaluruburns bengalururiots, ways defend, mob come, 'WORK_OF_ART')], #bengalururiots, [('Just Mob', mob, riot, just mob, elegent ways, #bengaluruburns, bengalururiots",0.5625,"[101, 2074, 11240, 2272, 3449, 24746, 3372, 3971, 6985, 9062, 11421, 2545, 8191, 14129, 8022, 2015, 8191, 14129, 9488, 3215, 102]",2020-08-12,"[""[('Just Mob'"", "" 'WORK_OF_ART')]"", 'bengaluruburns', 'come', 'come elegent', 'defend precious', 'precious rioters', 'rioters bengaluruburns', 'bengaluruburns bengalururiots', 'ways defend', 'mob come', '#bengalururiots', 'mob', 'riot', 'just mob', 'elegent ways', '#bengaluruburns', 'bengalururiots']",protest,0.45,0.0,0,0.2562893081761006,0.45,2,1,normal_activity,,no_spike,none,1,0.0,0,2,0,49,0.9607843137254902
