id,speaker_nm,conversation_id,reply_to_id,reply_to_nm,timestamp,text,likes,shares,num_comments,cleaned_text,named_entities,sentiment,tokens
1536105661846540288,Vr4uAmit,1535939117313167361,1535939117313167361,SalmanNizami_,2022-06-12 21:58:23,53 + 6,0,0,0,53 6,"[('53 + 6', 'DATE')]",0.0,"[101, 5187, 1020, 102]"
1536105331985526784,Vr4uAmit,1535939117313167361,1535939117313167361,SalmanNizami_,2022-06-12 21:57:05,Most of the Countries is bad for Muslims. Please Analyze yourself.,0,0,0,countries bad muslims analyze,"[('Countries', 'ORG'), ('Muslims', 'NORP')]",-0.09999999999999992,"[101, 3032, 2919, 7486, 17908, 102]"
1536040880204746752,chiranjivising5,1535939117313167361,1535939117313167361,SalmanNizami_,2022-06-12 17:40:58,Ya you are right because this is our hindustan.,0,0,0,ya right hindustan,[],0.2857142857142857,"[101, 8038, 2157, 18221, 5794, 102]"
1537528384917360640,BribaKhan,1535939117313167361,1535939117313167361,SalmanNizami_,2022-06-16 20:11:47,"Shame on india 
#StopBulldozingMuslimHouses",0,0,0,shame india stopbulldozingmuslimhouses,[],0.0,"[101, 9467, 2634, 2644, 8569, 3363, 3527, 6774, 7606, 17960, 15666, 102]"
1536220375511535616,rajkiran_india,1535939117313167361,1535939117313167361,SalmanNizami_,2022-06-13 05:34:13,Muslims can go to Pakistan... No one will stop! ,0,0,0,muslims pakistan stop,"[('Muslims', 'NORP'), ('Pakistan', 'GPE')]",0.0,"[101, 7486, 4501, 2644, 102]"
1536207961151795202,SubhaPrasadsa12,1535939117313167361,1535939117313167361,SalmanNizami_,2022-06-13 04:44:53,"How did she insulted prophet Muhammad? She just  told what is written in quran,the same words were also told by islamic scholar you can check it on any social media channels,before questioning / blaming nupur sharma first go and read the Quran, 
#IsupportNupurSharma",0,0,0,did insulted prophet muhammad just told written quranthe words told islamic scholar check social media channelsbefore questioning blaming nupur sharma read quran isupportnupursharma,"[('Muhammad', 'PERSON'), ('quran', 'GPE'), ('islamic', 'NORP'), ('nupur sharma', 'PERSON'), ('first', 'ORDINAL'), ('Quran', 'GPE')]",0.09444444444444444,"[101, 2106, 23637, 12168, 7187, 2074, 2409, 2517, 21288, 10760, 2616, 2409, 5499, 6288, 4638, 2591, 2865, 6833, 4783, 29278, 2063, 11242, 24114, 16371, 5311, 14654, 3191, 21288, 2003, 6279, 6442, 11231, 5311, 7377, 17830, 102]"
1536185261645627397,IitDaksh,1535939117313167361,1535939117313167361,SalmanNizami_,2022-06-13 03:14:41,So you guys want muslim to throw stone peacefully without any interaction?? lol,0,0,0,guys want muslim throw stone peacefully interaction lol,"[('muslim', 'NORP')]",0.525,"[101, 4364, 2215, 5152, 5466, 2962, 21614, 8290, 8840, 2140, 102]"
1536395631022858240,lorddeepu,1535939117313167361,1535939117313167361,SalmanNizami_,2022-06-13 17:10:37,Think positive now u have more stone available,0,0,0,think positive u stone available,[],0.3757575757575758,"[101, 2228, 3893, 1057, 2962, 2800, 102]"
1536389329131409408,GLokeshwar_,1535939117313167361,1535939117313167361,SalmanNizami_,2022-06-13 16:45:35,Don't interfere in matters when u r not from this country....looks like u enjoy stirring up conflict and making trouble ,0,0,0,dont interfere matters u r countrylooks like u enjoy stirring conflict making trouble,[],0.1,"[101, 2123, 2102, 15115, 5609, 1057, 1054, 2406, 4135, 6559, 2015, 2066, 1057, 5959, 18385, 4736, 2437, 4390, 102]"
1535975853271617537,Shubham26890225,1535939117313167361,1535939117313167361,SalmanNizami_,2022-06-12 13:22:35,This is not insult of prophet actually written in your religion if owaisi or Zakir naik insult Hindus god then you not take action .#sach bolna chubta hai,0,0,0,insult prophet actually written religion owaisi zakir naik insult hindus god action sach bolna chubta hai,"[('Zakir', 'FAC'), ('Hindus', 'NORP'), ('bolna', 'GPE'), ('hai', 'GPE')]",0.05,"[101, 15301, 12168, 2941, 2517, 4676, 27593, 15593, 2072, 23564, 23630, 6583, 5480, 15301, 18221, 2643, 2895, 17266, 2232, 8945, 19666, 2050, 14684, 19279, 2050, 15030, 102]"
1534124145109516288,iam_shimorekato,1534124145109516288,0,None,2022-06-07 10:44:33,"Hi shoorpanakha 
@MahuaMoitra
, Nupur Sharma got security because she is getting death threats and rape threats.

You made fun of Hindus and now if you have the courage then show it by tweeting against Islam. Then let's see what happens",402,154,11,hi shoorpanakha mahuamoitra nupur sharma got security getting death threats rape threats fun hindus courage tweeting islam lets happens,"[('Nupur Sharma', 'PERSON'), ('Hindus', 'NORP'), ('Islam', 'ORG')]",0.3,"[101, 7632, 26822, 2953, 9739, 27573, 2050, 5003, 14691, 5302, 4183, 2527, 16371, 5311, 14654, 2288, 3036, 2893, 2331, 8767, 9040, 8767, 4569, 18221, 8424, 1056, 28394, 3436, 7025, 11082, 6433, 102]"
1534167559481610241,Shiv119711,1534124145109516288,1534124145109516288,iam_shimorekato,2022-06-07 13:37:04,"If Islamists threaten her... She will convert to Islam  

to show that how big hearted they become for a criminal who adopts Islam by leaving Kafirana.

Just formality is left... Just name is hindu in a body of Islamist.",2,1,0,islamists threaten convert islam big hearted criminal adopts islam leaving kafirana just formality left just hindu body islamist,"[('Islamists', 'NORP'), ('Islam', 'NORP'), ('Islam', 'NORP'), ('Kafirana', 'PERSON'), ('Islamist', 'NORP')]",-0.13333333333333333,"[101, 27256, 2015, 15686, 10463, 7025, 2502, 18627, 4735, 11092, 2015, 7025, 2975, 10556, 8873, 16737, 2074, 5337, 3012, 2187, 2074, 7560, 2303, 27256, 102]"
1534132965000720384,imystic7,1534124145109516288,1534124145109516288,iam_shimorekato,2022-06-07 11:19:36,"Mahua, are you a MP ? How can you insult Hindu gods ?? 
@HMOIndia
 
@PMOIndia
 

Parliamentary panel is sleeping ?",2,0,0,mahua mp insult hindu gods hmoindia pmoindia parliamentary panel sleeping,"[('Mahua', 'PERSON'), ('Hindu', 'NORP'), ('@HMOIndia\n \n', 'ORG')]",0.0,"[101, 5003, 14691, 6131, 15301, 7560, 5932, 20287, 28765, 9032, 7610, 28765, 9032, 5768, 5997, 5777, 102]"
1534244330344357888,Subodh1010,1534124145109516288,1534124145109516288,iam_shimorekato,2022-06-07 18:42:07,"Utni himmat in mein nahi hai ...saara Gyan hindu ke liye he hai ... By the way,which religion she belongs to?",0,0,0,utni himmat mein nahi hai saara gyan hindu ke liye hai waywhich religion belongs,"[('mein nahi', 'GPE'), ('hai', 'GPE'), ('saara Gyan', 'PERSON'), ('ke liye', 'PERSON'), ('hai', 'GPE')]",0.0,"[101, 21183, 3490, 2032, 18900, 24182, 20976, 2072, 15030, 7842, 5400, 1043, 7054, 7560, 17710, 5622, 6672, 15030, 2126, 2860, 16066, 2232, 4676, 7460, 102]"
1534204719987429376,Prasant06838470,1534124145109516288,1534124145109516288,iam_shimorekato,2022-06-07 16:04:44,Someone should tell Didi to forget about national politics with foul-mouthed member in party,0,0,0,tell didi forget national politics foulmouthed member party,"[('Didi', 'PERSON')]",0.0,"[101, 2425, 2106, 2072, 5293, 2120, 4331, 12487, 14359, 2098, 2266, 2283, 102]"
1534130197829586944,Middletruthless,1534124145109516288,1534124145109516288,iam_shimorekato,2022-06-07 11:08:36,#NupurSharma is correct,0,0,0,nupursharma correct,"[('NupurSharma', 'PERSON')]",0.0,"[101, 16371, 5311, 7377, 17830, 6149, 102]"
1534124676087025664,Selvaku47689680,1534124145109516288,1534124145109516288,iam_shimorekato,2022-06-07 10:46:40,https://x.com/Selvaku47689680/status/1532644514396942337?t=6x1-_TGXeAwgRKe6vfeinQ&s=19…,0,0,0,,[],0.0,"[101, 102]"
1536599352252108800,Abhishekkkk10,1536599352252108800,0,None,2022-06-14 06:40:08,"The person who instigated people against Nupur Sharma, the person who is responsible for ""AlQaeda threatens teππor attacks in India"" has now deleted his Facebook page where he has been abusing our Hindu Gods. 

I demand #ArrestZubair",311,240,4,person instigated people nupur sharma person responsible alqaeda threatens teor attacks india deleted facebook page abusing hindu gods demand arrestzubair,"[('Nupur Sharma', 'PERSON'), ('AlQaeda', 'PERSON'), ('India', 'GPE'), ('Hindu', 'NORP')]",0.2,"[101, 2711, 16021, 3775, 11644, 2111, 16371, 5311, 14654, 2711, 3625, 2632, 19062, 11960, 17016, 8915, 2953, 4491, 2634, 17159, 9130, 3931, 8273, 7741, 7560, 5932, 5157, 6545, 9759, 26068, 2099, 102]"
1536755764441731072,Sanatan29487172,1536599352252108800,1536599352252108800,Abhishekkkk10,2022-06-14 17:01:40,I sport Nupur Sharma,0,0,0,sport nupur sharma,"[('Nupur Sharma', 'PERSON')]",0.0,"[101, 4368, 16371, 5311, 14654, 102]"
1536693618500456448,HagwanRam,1536599352252108800,1536599352252108800,Abhishekkkk10,2022-06-14 12:54:43,"#StandWithSaadAnsari #StandWithAfreenFathima #StandWithZubair
Jay shree Zubair",0,0,0,standwithsaadansari standwithafreenfathima standwithzubair jay shree zubair,"[('#StandWithSaadAnsari #', 'MONEY'), ('Jay shree', 'PERSON'), ('Zubair', 'GPE')]",0.0,"[101, 3233, 24415, 3736, 26335, 22740, 3233, 24415, 10354, 28029, 27753, 16369, 3233, 24415, 9759, 26068, 2099, 6108, 14021, 9910, 16950, 26068, 2099, 102]"
